0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
2020010100,1246A,61.0,36.0,71.0,14.0,57.0,4.0,1.1,12,-6,10351,250,20,0,-9999,0
2020010100,1247A,61.0,22.0,72.0,3.0,56.0,3.0,0.6,12,-6,10351,250,20,0,-9999,0
2020010100,2921A,56.0,33.0,62.0,4.0,50.0,2.0,1.2,-2,-15,10357,228,8,0,-9999,2
2020010101,1246A,59.0,35.0,67.0,14.0,56.0,4.0,1.0,30,0,10349,220,20,0,-9999,0
2020010101,1247A,67.0,28.0,83.0,2.0,51.0,3.0,0.6,30,0,10349,220,20,0,-9999,0
2020010101,2921A,58.0,33.0,66.0,3.0,48.0,2.0,1.1,-2,-15,10357,228,8,0,-9999,2
2020010102,1246A,62.0,40.0,73.0,18.0,56.0,4.0,1.0,60,-10,10346,150,30,0,-9999,0
2020010102,1247A,66.0,34.0,82.0,3.0,47.0,3.0,0.6,60,-10,10346,150,30,0,-9999,0
2020010102,2921A,57.0,35.0,64.0,3.0,45.0,2.0,1.1,-2,-15,10357,228,8,0,-9999,2
2020010103,1246A,60.0,36.0,70.0,18.0,52.0,3.0,1.0,65,-17,10343,168,16,0,-9999,0
2020010103,1247A,62.0,37.0,73.0,3.0,36.0,3.0,0.5,65,-17,10343,168,16,0,-9999,0
2020010103,2921A,59.0,39.0,67.0,3.0,44.0,4.0,1.1,62,-9,10341,221,14,1,-9999,2
2020010104,1246A,57.0,31.0,63.0,18.0,44.0,3.0,1.0,90,-10,10331,139,20,0,-9999,0
2020010104,1247A,59.0,37.0,68.0,3.0,29.0,9.0,0.5,90,-10,10331,139,20,0,-9999,0
2020010104,2921A,59.0,38.0,67.0,3.0,41.0,2.0,1.1,62,-9,10341,221,14,1,-9999,2
2020010105,1246A,56.0,31.0,62.0,18.0,45.0,3.0,0.9,100,-10,10318,110,20,0,-9999,0
2020010105,1247A,57.0,34.0,63.0,3.0,27.0,9.0,0.5,100,-10,10318,110,20,0,-9999,0
2020010105,2921A,60.0,39.0,69.0,2.0,39.0,1.0,1.2,62,-9,10341,221,14,1,-9999,2
2020010106,1246A,57.0,32.0,63.0,18.0,43.0,3.0,1.0,106,-11,10305,150,10,1,-9999,0
2020010106,1247A,53.0,30.0,56.0,3.0,30.0,4.0,0.5,106,-11,10305,150,10,1,-9999,0
2020010106,2921A,62.0,44.0,73.0,3.0,40.0,2.0,1.2,107,4,10308,165,7,7,-9999,2
2020010107,1246A,59.0,33.0,67.0,18.0,45.0,3.0,1.1,110,10,10304,100,30,2,-9999,0
2020010107,1247A,54.0,29.0,58.0,3.0,36.0,4.0,0.6,110,10,10304,100,30,2,-9999,0
2020010107,2921A,62.0,44.0,74.0,3.0,38.0,2.0,1.2,107,4,10308,165,7,7,-9999,2
2020010108,1246A,58.0,32.0,65.0,18.0,44.0,6.0,1.1,110,20,10303,92,10,2,-9999,0
2020010108,1247A,56.0,29.0,62.0,4.0,38.0,2.0,0.7,110,20,10303,92,10,2,-9999,0
2020010108,2921A,65.0,46.0,80.0,4.0,38.0,4.0,1.3,107,4,10308,165,7,7,-9999,2
2020010109,1246A,56.0,31.0,62.0,18.0,39.0,16.0,1.0,95,6,10301,84,16,2,-9999,0
2020010109,1247A,61.0,33.0,71.0,5.0,38.0,8.0,0.7,95,6,10301,84,16,2,-9999,0
2020010109,2921A,67.0,48.0,80.0,6.0,37.0,13.0,1.3,110,30,10303,273,10,7,-9999,2
2020010110,1246A,54.0,28.0,58.0,18.0,42.0,27.0,0.9,80,40,10303,90,40,4,-9999,0
2020010110,1247A,62.0,35.0,73.0,5.0,36.0,19.0,0.6,80,40,10303,90,40,4,-9999,0
2020010110,2921A,70.0,51.0,81.0,7.0,32.0,24.0,1.3,110,30,10303,273,10,7,-9999,2
2020010111,1246A,49.0,25.0,49.0,18.0,34.0,41.0,0.9,80,40,10304,80,30,6,-9999,0
2020010111,1247A,55.0,30.0,60.0,4.0,24.0,36.0,0.5,80,40,10304,80,30,6,-9999,0
2020010111,2921A,59.0,42.0,67.0,4.0,25.0,40.0,1.1,110,30,10303,273,10,7,-9999,2
2020010112,1246A,46.0,23.0,46.0,18.0,29.0,47.0,0.8,78,38,10305,100,10,7,-9999,0
2020010112,1247A,59.0,35.0,68.0,5.0,32.0,39.0,0.5,78,38,10305,100,10,7,-9999,0
2020010112,2921A,56.0,37.0,62.0,4.0,22.0,49.0,1.1,82,27,10307,156,16,7,-9999,2
2020010113,1246A,54.0,27.0,57.0,18.0,38.0,44.0,0.9,80,50,10300,80,10,8,-9999,0
2020010113,1247A,59.0,37.0,67.0,5.0,30.0,46.0,0.5,80,50,10300,80,10,8,-9999,0
2020010113,2921A,58.0,39.0,66.0,5.0,23.0,54.0,1.1,82,27,10307,156,16,7,-9999,2
2020010114,1246A,56.0,27.0,61.0,5.0,50.0,47.0,0.8,80,50,10295,60,10,8,-9999,0
